empleado_id,edad,departamento,cargo,antiguedad,salario,horas_extra,satisfaccion,evaluacion,distancia_km,desercion,desercion_label,rango_antiguedad
EMP-0565,39,RRHH,Supervisor,12,2445.0,0,1,4.1,40,1,Renunció,11+ años
EMP-0566,53,Marketing,Coordinador,10,2215.0,0,4,2.5,7,1,Renunció,6-10 años
EMP-0567,32,TI,Supervisor,16,2231.0,0,2,2.4,28,1,Renunció,11+ años
EMP-0568,42,Operaciones,Gerente,16,3672.0,1,3,3.4,19,0,Se quedó,11+ años
EMP-0569,47,RRHH,Supervisor,3,1500.0,0,1,3.2,20,1,Renunció,3-5 años
EMP-0570,46,RRHH,Gerente,7,1987.0,1,1,4.1,44,1,Renunció,6-10 años
EMP-0571,43,Finanzas,Gerente,4,1711.0,1,2,2.2,39,0,Se quedó,3-5 años
EMP-0572,48,RRHH,Supervisor,15,4205.0,1,3,4.9,40,0,Se quedó,11+ años
EMP-0573,34,TI,Supervisor,3,2016.0,1,4,2.0,7,1,Renunció,3-5 años
EMP-0574,54,TI,Gerente,14,1500.0,0,2,3.8,6,1,Renunció,11+ años
EMP-0575,55,Ventas,Coordinador,11,2669.0,0,3,3.7,25,0,Se quedó,11+ años
EMP-0576,56,TI,Gerente,4,2105.0,0,1,2.4,41,0,Se quedó,3-5 años
EMP-0577,22,Marketing,Asistente,15,1953.0,0,4,2.5,59,0,Se quedó,11+ años
EMP-0578,42,RRHH,Gerente,13,1874.0,1,3,4.4,13,0,Se quedó,11+ años
EMP-0579,27,TI,Coordinador,9,1845.0,1,4,4.7,39,0,Se quedó,6-10 años
EMP-0580,49,Finanzas,Asistente,6,3240.0,1,3,2.8,40,0,Se quedó,6-10 años
EMP-0581,38,Ventas,Analista,12,2669.0,0,3,3.3,22,1,Renunció,11+ años
EMP-0582,26,RRHH,Analista,19,2255.0,1,3,3.1,49,0,Se quedó,11+ años
EMP-0583,52,Ventas,Coordinador,4,1573.0,0,3,2.2,17,0,Se quedó,3-5 años
EMP-0584,26,RRHH,Gerente,2,2281.0,0,4,4.0,48,0,Se quedó,0-2 años
EMP-0585,24,Finanzas,Supervisor,14,2709.0,0,2,4.5,22,0,Se quedó,11+ años
EMP-0586,44,Ventas,Coordinador,3,2750.0,1,4,2.9,34,1,Renunció,3-5 años
EMP-0587,31,Operaciones,Asistente,14,2603.0,0,3,5.0,8,1,Renunció,11+ años
EMP-0588,31,Marketing,Asistente,13,1687.0,1,4,2.2,49,1,Renunció,11+ años
EMP-0589,40,Marketing,Analista,19,1500.0,1,4,4.0,45,1,Renunció,11+ años
EMP-0590,38,RRHH,Asistente,18,5013.0,1,4,3.3,18,1,Renunció,11+ años
EMP-0591,42,Operaciones,Coordinador,12,1500.0,0,3,3.3,24,1,Renunció,11+ años
EMP-0592,35,Ventas,Asistente,9,1500.0,1,4,3.4,54,1,Renunció,6-10 años
EMP-0593,30,Operaciones,Coordinador,4,2571.0,1,1,2.8,42,1,Renunció,3-5 años
EMP-0594,22,Operaciones,Supervisor,19,1500.0,0,3,4.1,2,0,Se quedó,11+ años
EMP-0595,34,Ventas,Analista,19,1769.0,0,4,4.2,2,0,Se quedó,11+ años
EMP-0596,25,Finanzas,Asistente,5,3040.0,0,1,2.8,27,1,Renunció,3-5 años
EMP-0597,22,Operaciones,Coordinador,3,4960.0,0,4,4.5,14,0,Se quedó,3-5 años
EMP-0598,53,Operaciones,Gerente,1,2850.0,0,2,3.0,48,0,Se quedó,0-2 años
EMP-0599,55,Finanzas,Analista,15,2047.0,1,4,4.2,39,0,Se quedó,11+ años
EMP-0600,49,Operaciones,Supervisor,17,2391.0,0,4,2.4,53,0,Se quedó,11+ años
EMP-0601,52,Operaciones,Coordinador,4,1500.0,0,2,2.5,53,0,Se quedó,3-5 años
EMP-0602,29,Operaciones,Supervisor,3,2038.0,1,3,2.9,56,0,Se quedó,3-5 años
EMP-0603,47,Marketing,Supervisor,12,2039.0,0,2,3.8,12,0,Se quedó,11+ años
EMP-0604,55,TI,Asistente,18,2595.0,1,3,3.9,32,0,Se quedó,11+ años
EMP-0605,24,Finanzas,Asistente,1,5307.0,0,2,3.2,28,0,Se quedó,0-2 años
EMP-0606,33,Operaciones,Coordinador,12,1500.0,0,4,2.2,55,0,Se quedó,11+ años
EMP-0607,22,Marketing,Gerente,10,2073.0,0,4,3.1,28,0,Se quedó,6-10 años
EMP-0608,26,Finanzas,Coordinador,3,1500.0,0,3,4.1,46,0,Se quedó,3-5 años
EMP-0609,51,RRHH,Gerente,19,1996.0,0,3,4.0,25,0,Se quedó,11+ años
EMP-0610,51,RRHH,Supervisor,19,1727.0,1,1,2.5,4,0,Se quedó,11+ años
EMP-0611,38,Operaciones,Analista,14,1500.0,0,1,2.0,26,1,Renunció,11+ años
EMP-0612,44,Marketing,Coordinador,3,3517.0,1,4,4.3,36,0,Se quedó,3-5 años
EMP-0613,36,Marketing,Coordinador,8,2703.0,0,4,2.3,50,1,Renunció,6-10 años
EMP-0614,42,Finanzas,Gerente,6,3355.0,0,1,2.2,3,0,Se quedó,6-10 años
EMP-0615,35,Finanzas,Supervisor,18,1973.0,1,1,2.0,1,0,Se quedó,11+ años
EMP-0616,23,Marketing,Supervisor,18,2373.0,0,3,3.3,17,0,Se quedó,11+ años
EMP-0617,32,Finanzas,Gerente,5,4619.0,1,2,3.5,7,0,Se quedó,3-5 años
EMP-0618,55,Marketing,Supervisor,5,2438.0,1,3,3.9,48,1,Renunció,3-5 años
EMP-0619,55,TI,Asistente,19,3372.0,1,1,2.9,5,0,Se quedó,11+ años
EMP-0620,39,Marketing,Analista,14,1906.0,0,4,4.1,19,1,Renunció,11+ años
EMP-0621,51,RRHH,Coordinador,14,3250.0,0,1,2.5,39,0,Se quedó,11+ años
EMP-0622,36,Finanzas,Analista,19,1959.0,1,4,4.5,46,1,Renunció,11+ años
EMP-0623,48,Marketing,Coordinador,8,1500.0,1,4,3.7,34,0,Se quedó,6-10 años
EMP-0624,55,Marketing,Asistente,3,2433.0,0,4,3.8,35,0,Se quedó,3-5 años
EMP-0625,54,Finanzas,Supervisor,17,2022.0,0,4,2.6,49,1,Renunció,11+ años
EMP-0626,45,TI,Gerente,17,1500.0,0,2,2.2,16,0,Se quedó,11+ años
EMP-0627,36,TI,Asistente,4,2635.0,0,1,3.4,40,1,Renunció,3-5 años
EMP-0628,51,Finanzas,Analista,19,1707.0,0,3,3.8,50,1,Renunció,11+ años
EMP-0629,38,Ventas,Gerente,10,8409.0,0,4,2.3,47,1,Renunció,6-10 años
EMP-0630,26,Finanzas,Supervisor,4,1500.0,1,4,4.9,39,0,Se quedó,3-5 años
EMP-0631,50,Finanzas,Asistente,3,1502.0,1,3,4.9,27,0,Se quedó,3-5 años
EMP-0632,25,TI,Gerente,11,3456.0,1,3,3.6,41,1,Renunció,11+ años
EMP-0633,31,TI,Asistente,1,2314.0,0,4,4.9,38,1,Renunció,0-2 años
EMP-0634,38,Finanzas,Asistente,12,3428.0,0,3,2.5,50,0,Se quedó,11+ años
EMP-0635,31,Finanzas,Supervisor,9,2842.0,1,3,2.1,50,0,Se quedó,6-10 años
EMP-0636,38,Finanzas,Coordinador,8,1933.0,1,2,2.1,25,0,Se quedó,6-10 años
EMP-0637,41,TI,Gerente,9,1500.0,1,3,3.8,26,1,Renunció,6-10 años
EMP-0638,45,Finanzas,Supervisor,6,3746.0,1,1,2.2,56,0,Se quedó,6-10 años
EMP-0639,26,Finanzas,Asistente,3,1500.0,0,1,4.9,14,1,Renunció,3-5 años
EMP-0640,55,Operaciones,Supervisor,18,3052.0,1,1,2.4,14,0,Se quedó,11+ años
EMP-0641,27,Ventas,Coordinador,9,3525.0,0,4,2.9,14,0,Se quedó,6-10 años
EMP-0642,23,RRHH,Gerente,2,2320.0,0,1,4.5,25,0,Se quedó,0-2 años
EMP-0643,34,Ventas,Coordinador,18,2161.0,1,2,2.7,36,0,Se quedó,11+ años
EMP-0644,32,Operaciones,Analista,1,1647.0,0,1,2.7,4,0,Se quedó,0-2 años
EMP-0645,44,RRHH,Gerente,19,2937.0,0,4,3.9,47,0,Se quedó,11+ años
EMP-0646,37,Finanzas,Coordinador,9,1500.0,0,2,2.8,15,1,Renunció,6-10 años
EMP-0647,52,Operaciones,Asistente,1,3250.0,0,1,2.7,32,0,Se quedó,0-2 años
EMP-0648,32,Finanzas,Gerente,1,2560.0,1,2,2.8,18,1,Renunció,0-2 años
EMP-0649,37,TI,Gerente,16,2232.0,0,2,3.5,14,1,Renunció,11+ años
EMP-0650,29,Marketing,Supervisor,15,2689.0,0,4,4.9,58,0,Se quedó,11+ años
EMP-0651,25,Operaciones,Asistente,15,1500.0,0,4,4.5,1,0,Se quedó,11+ años
EMP-0652,25,TI,Analista,13,1500.0,0,2,2.9,42,0,Se quedó,11+ años
EMP-0653,46,Operaciones,Coordinador,6,2944.0,0,1,3.1,20,0,Se quedó,6-10 años
EMP-0654,24,Operaciones,Supervisor,10,4132.0,1,4,3.4,10,0,Se quedó,6-10 años
EMP-0655,53,TI,Coordinador,0,1500.0,0,2,4.9,10,1,Renunció,
EMP-0656,24,RRHH,Analista,10,1602.0,1,3,2.5,59,0,Se quedó,6-10 años
EMP-0657,48,Ventas,Analista,3,3298.0,1,3,3.1,24,0,Se quedó,3-5 años
EMP-0658,50,Finanzas,Gerente,6,2817.0,1,4,4.2,34,1,Renunció,6-10 años
EMP-0659,53,Operaciones,Analista,14,7984.0,0,1,4.9,28,1,Renunció,11+ años
EMP-0660,40,Finanzas,Coordinador,17,3753.0,0,3,2.5,27,1,Renunció,11+ años
EMP-0661,42,Marketing,Asistente,11,3409.0,1,3,2.7,40,0,Se quedó,11+ años
EMP-0662,26,TI,Asistente,16,1798.0,0,3,2.7,1,0,Se quedó,11+ años
EMP-0663,39,Finanzas,Gerente,0,3011.0,1,1,2.1,33,0,Se quedó,
EMP-0664,49,TI,Coordinador,10,4439.0,1,1,3.8,4,0,Se quedó,6-10 años
EMP-0665,43,Finanzas,Coordinador,0,2285.0,1,4,4.0,7,1,Renunció,
EMP-0666,42,Ventas,Analista,14,2329.0,1,4,3.8,9,0,Se quedó,11+ años
EMP-0667,27,Ventas,Coordinador,9,2583.0,0,3,2.2,16,0,Se quedó,6-10 años
EMP-0668,22,Ventas,Supervisor,6,1871.0,0,1,2.2,5,1,Renunció,6-10 años
EMP-0669,26,Ventas,Analista,1,2718.0,1,2,2.6,34,0,Se quedó,0-2 años
EMP-0670,33,Ventas,Supervisor,9,2691.0,0,3,2.9,23,0,Se quedó,6-10 años
EMP-0671,47,Ventas,Gerente,3,4412.0,0,4,4.4,43,0,Se quedó,3-5 años
EMP-0672,55,TI,Asistente,11,2263.0,1,1,2.5,50,0,Se quedó,11+ años
EMP-0673,35,Operaciones,Gerente,18,3197.0,0,4,2.1,25,0,Se quedó,11+ años
EMP-0674,47,Finanzas,Asistente,10,2290.0,1,4,3.2,57,0,Se quedó,6-10 años
EMP-0675,48,Ventas,Gerente,7,3152.0,1,1,3.2,51,1,Renunció,6-10 años
EMP-0676,30,TI,Coordinador,17,2208.0,0,3,3.4,13,0,Se quedó,11+ años
EMP-0677,47,TI,Supervisor,10,3070.0,1,1,4.5,24,0,Se quedó,6-10 años
EMP-0678,43,TI,Asistente,10,3266.0,1,3,2.3,11,0,Se quedó,6-10 años
EMP-0679,51,Operaciones,Analista,12,1593.0,1,4,4.1,52,0,Se quedó,11+ años
EMP-0680,38,Finanzas,Supervisor,2,3793.0,0,1,3.0,51,0,Se quedó,0-2 años
EMP-0681,47,Operaciones,Analista,11,2283.0,0,2,2.9,17,1,Renunció,11+ años
EMP-0682,57,RRHH,Supervisor,2,2022.0,1,3,4.8,37,0,Se quedó,0-2 años
EMP-0683,22,TI,Supervisor,9,1837.0,0,2,2.7,13,0,Se quedó,6-10 años
EMP-0684,29,RRHH,Gerente,16,2750.0,0,3,3.9,27,0,Se quedó,11+ años
EMP-0685,56,Marketing,Asistente,1,2436.0,1,1,2.8,20,1,Renunció,0-2 años
EMP-0686,36,Ventas,Asistente,16,2831.0,0,2,3.5,33,1,Renunció,11+ años
EMP-0687,43,Ventas,Supervisor,15,2853.0,0,1,4.4,42,1,Renunció,11+ años
EMP-0688,35,Operaciones,Coordinador,1,3113.0,0,3,4.6,32,0,Se quedó,0-2 años
EMP-0689,47,Finanzas,Coordinador,19,7409.0,0,3,4.5,8,0,Se quedó,11+ años
EMP-0690,49,RRHH,Analista,5,2480.0,1,3,3.7,56,0,Se quedó,3-5 años
EMP-0691,44,Finanzas,Analista,9,1819.0,0,3,2.7,29,0,Se quedó,6-10 años
EMP-0692,35,Operaciones,Gerente,9,1500.0,0,4,4.0,40,0,Se quedó,6-10 años
EMP-0693,45,Ventas,Supervisor,7,1513.0,1,3,4.1,19,0,Se quedó,6-10 años
EMP-0694,23,Finanzas,Analista,0,4000.0,1,2,2.0,6,0,Se quedó,
EMP-0695,47,Finanzas,Analista,12,3255.0,1,3,3.3,44,0,Se quedó,11+ años
EMP-0696,35,Ventas,Supervisor,8,1500.0,0,1,4.5,39,0,Se quedó,6-10 años
EMP-0697,28,RRHH,Gerente,9,6540.0,0,4,3.5,48,0,Se quedó,6-10 años
EMP-0698,24,Ventas,Analista,14,2781.0,1,2,2.9,41,0,Se quedó,11+ años
EMP-0699,44,Finanzas,Gerente,4,2934.0,0,4,4.6,21,0,Se quedó,3-5 años
EMP-0700,39,RRHH,Asistente,15,5989.0,1,4,2.5,57,0,Se quedó,11+ años
EMP-0701,56,RRHH,Gerente,12,4894.0,0,4,2.6,22,0,Se quedó,11+ años
EMP-0702,36,Ventas,Coordinador,19,3336.0,0,1,4.1,42,1,Renunció,11+ años
EMP-0703,46,Finanzas,Coordinador,17,3401.0,1,4,3.1,10,1,Renunció,11+ años
EMP-0704,49,Operaciones,Gerente,10,3530.0,1,4,4.1,10,0,Se quedó,6-10 años
EMP-0705,31,Finanzas,Coordinador,8,2216.0,1,3,2.5,52,1,Renunció,6-10 años
EMP-0706,38,TI,Asistente,15,2737.0,0,1,2.8,29,1,Renunció,11+ años
EMP-0707,43,Marketing,Supervisor,1,3071.0,0,2,2.5,16,1,Renunció,0-2 años
EMP-0708,47,Operaciones,Coordinador,1,2320.0,0,2,4.9,1,0,Se quedó,0-2 años
EMP-0709,46,RRHH,Coordinador,11,1659.0,0,2,3.2,17,1,Renunció,11+ años
EMP-0710,38,Operaciones,Gerente,7,2194.0,0,1,3.0,30,0,Se quedó,6-10 años
EMP-0711,34,RRHH,Asistente,8,1644.0,0,2,2.0,26,1,Renunció,6-10 años
EMP-0712,41,RRHH,Supervisor,11,2504.0,0,1,2.5,53,1,Renunció,11+ años
EMP-0713,46,Operaciones,Gerente,8,1500.0,1,3,3.3,46,0,Se quedó,6-10 años
EMP-0714,25,RRHH,Gerente,9,2797.0,1,3,2.2,19,0,Se quedó,6-10 años
EMP-0715,31,RRHH,Asistente,1,1500.0,1,1,3.5,53,1,Renunció,0-2 años
EMP-0716,24,TI,Supervisor,15,2077.0,0,2,3.4,21,1,Renunció,11+ años
EMP-0717,39,Finanzas,Asistente,19,2986.0,1,1,4.3,17,0,Se quedó,11+ años
EMP-0718,57,Finanzas,Supervisor,6,3349.0,0,1,4.0,46,0,Se quedó,6-10 años
EMP-0719,43,Marketing,Asistente,1,3194.0,0,4,3.3,40,1,Renunció,0-2 años
EMP-0720,55,Marketing,Gerente,0,2774.0,1,1,2.7,21,1,Renunció,
EMP-0721,29,TI,Gerente,18,1560.0,0,4,4.2,53,0,Se quedó,11+ años
EMP-0722,40,Marketing,Analista,3,3613.0,0,3,4.1,41,0,Se quedó,3-5 años
EMP-0723,27,Operaciones,Coordinador,1,1574.0,0,4,2.5,40,0,Se quedó,0-2 años
EMP-0724,47,Ventas,Asistente,13,3781.0,0,1,4.7,45,0,Se quedó,11+ años
EMP-0725,55,Ventas,Analista,1,3137.0,1,3,2.2,49,0,Se quedó,0-2 años
EMP-0726,27,Ventas,Coordinador,14,4203.0,1,4,2.2,19,0,Se quedó,11+ años
EMP-0727,54,TI,Asistente,11,2465.0,1,1,2.6,7,1,Renunció,11+ años
EMP-0728,43,TI,Supervisor,4,1759.0,0,3,4.7,17,0,Se quedó,3-5 años
EMP-0729,42,RRHH,Coordinador,19,1500.0,1,4,3.6,1,1,Renunció,11+ años
EMP-0730,27,Ventas,Gerente,6,1521.0,0,1,4.4,37,0,Se quedó,6-10 años
EMP-0731,27,Operaciones,Analista,9,1500.0,0,1,2.7,57,0,Se quedó,6-10 años
EMP-0732,25,Marketing,Coordinador,13,3557.0,1,2,3.5,6,1,Renunció,11+ años
EMP-0733,51,Operaciones,Coordinador,13,3740.0,0,2,3.1,26,0,Se quedó,11+ años
EMP-0734,32,Marketing,Gerente,4,3046.0,1,4,4.5,2,0,Se quedó,3-5 años
EMP-0735,51,Ventas,Asistente,17,2409.0,0,4,2.1,59,0,Se quedó,11+ años
EMP-0736,52,Ventas,Supervisor,13,5566.0,1,4,2.7,32,0,Se quedó,11+ años
EMP-0737,45,Ventas,Gerente,1,2347.0,1,1,2.5,57,0,Se quedó,0-2 años
EMP-0738,30,TI,Supervisor,11,2666.0,0,4,4.6,48,1,Renunció,11+ años
EMP-0739,24,Marketing,Asistente,5,2394.0,0,1,3.4,54,0,Se quedó,3-5 años
EMP-0740,52,TI,Coordinador,3,2132.0,1,4,3.2,5,0,Se quedó,3-5 años
EMP-0741,57,TI,Supervisor,12,3141.0,0,1,3.3,37,1,Renunció,11+ años
EMP-0742,45,Finanzas,Analista,3,1894.0,0,1,4.9,31,1,Renunció,3-5 años
EMP-0743,52,Operaciones,Analista,13,1844.0,1,2,4.6,12,0,Se quedó,11+ años
EMP-0744,27,Operaciones,Gerente,15,3205.0,0,3,4.1,35,0,Se quedó,11+ años
EMP-0745,23,RRHH,Asistente,3,2000.0,1,1,2.9,30,0,Se quedó,3-5 años
EMP-0746,41,TI,Gerente,0,2574.0,0,4,2.5,48,1,Renunció,
EMP-0747,49,Marketing,Gerente,12,2129.0,0,2,4.8,6,1,Renunció,11+ años
EMP-0748,32,Finanzas,Gerente,3,2429.0,1,4,3.3,15,0,Se quedó,3-5 años
EMP-0749,25,Finanzas,Analista,19,1864.0,0,4,2.8,15,0,Se quedó,11+ años
EMP-0750,36,Operaciones,Analista,17,1889.0,0,1,3.4,16,0,Se quedó,11+ años
EMP-0751,27,TI,Gerente,5,1758.0,0,1,4.8,20,0,Se quedó,3-5 años
EMP-0752,51,RRHH,Analista,2,3420.0,0,3,3.2,13,0,Se quedó,0-2 años
EMP-0753,23,TI,Asistente,12,2614.0,0,1,3.7,44,1,Renunció,11+ años
EMP-0754,36,Ventas,Gerente,15,3524.0,0,1,4.4,42,0,Se quedó,11+ años
EMP-0755,32,TI,Analista,4,3678.0,0,3,3.3,46,0,Se quedó,3-5 años
EMP-0756,29,Ventas,Supervisor,3,2030.0,0,4,2.7,31,0,Se quedó,3-5 años
EMP-0757,47,Ventas,Gerente,7,3473.0,1,3,5.0,34,0,Se quedó,6-10 años
EMP-0758,26,RRHH,Gerente,18,2427.0,1,3,4.9,29,1,Renunció,11+ años
EMP-0759,27,Marketing,Asistente,13,2291.0,0,3,4.5,3,0,Se quedó,11+ años
EMP-0760,47,Operaciones,Coordinador,6,4028.0,1,2,4.1,9,1,Renunció,6-10 años
EMP-0761,25,TI,Coordinador,13,3046.0,1,4,2.9,11,1,Renunció,11+ años
EMP-0762,40,Ventas,Asistente,5,2120.0,0,2,4.7,11,1,Renunció,3-5 años
EMP-0763,41,TI,Asistente,11,2968.0,1,2,2.8,25,0,Se quedó,11+ años
EMP-0764,54,Marketing,Asistente,15,1500.0,0,1,4.4,22,0,Se quedó,11+ años
EMP-0765,41,Operaciones,Coordinador,16,2694.0,1,3,4.8,42,0,Se quedó,11+ años
EMP-0766,33,Marketing,Asistente,12,1500.0,0,3,3.8,58,0,Se quedó,11+ años
EMP-0767,22,Operaciones,Analista,13,1646.0,0,2,4.4,46,1,Renunció,11+ años
EMP-0768,47,Finanzas,Gerente,6,3084.0,1,1,4.4,9,0,Se quedó,6-10 años
EMP-0769,35,Operaciones,Gerente,13,1500.0,0,1,2.6,20,0,Se quedó,11+ años
EMP-0770,32,RRHH,Supervisor,14,5019.0,0,1,4.0,59,0,Se quedó,11+ años
EMP-0771,57,Marketing,Supervisor,11,3408.0,0,4,2.3,21,0,Se quedó,11+ años
EMP-0772,34,Ventas,Gerente,16,1500.0,0,2,3.5,10,1,Renunció,11+ años
EMP-0773,24,Finanzas,Analista,8,6370.0,1,4,2.5,22,0,Se quedó,6-10 años
EMP-0774,54,RRHH,Coordinador,14,7113.0,1,1,3.2,29,0,Se quedó,11+ años
EMP-0775,27,TI,Coordinador,11,2271.0,0,1,4.5,9,0,Se quedó,11+ años
EMP-0776,31,Marketing,Analista,1,1685.0,0,1,5.0,5,0,Se quedó,0-2 años
EMP-0777,26,Ventas,Coordinador,4,4791.0,1,3,3.0,40,0,Se quedó,3-5 años
EMP-0778,44,Operaciones,Asistente,12,2127.0,0,2,3.6,11,0,Se quedó,11+ años
EMP-0779,31,Ventas,Gerente,19,2603.0,1,3,3.5,1,0,Se quedó,11+ años
EMP-0780,23,TI,Gerente,7,3972.0,0,4,4.9,53,0,Se quedó,6-10 años
EMP-0781,34,Finanzas,Analista,13,2295.0,0,3,3.4,42,0,Se quedó,11+ años
EMP-0782,23,Finanzas,Coordinador,14,2216.0,0,2,4.1,1,1,Renunció,11+ años
EMP-0783,41,Marketing,Supervisor,10,1500.0,0,3,4.8,58,1,Renunció,6-10 años
EMP-0784,22,Finanzas,Supervisor,0,1897.0,0,1,3.1,54,1,Renunció,
EMP-0785,30,Marketing,Coordinador,2,2199.0,0,4,4.7,39,0,Se quedó,0-2 años
EMP-0786,38,Marketing,Supervisor,16,1500.0,0,4,4.8,46,0,Se quedó,11+ años
EMP-0787,30,Marketing,Analista,18,1542.0,0,1,4.8,5,1,Renunció,11+ años
EMP-0788,32,Operaciones,Analista,13,2474.0,0,1,2.8,49,1,Renunció,11+ años
EMP-0789,36,RRHH,Coordinador,7,1500.0,0,1,3.2,22,0,Se quedó,6-10 años
EMP-0790,45,Marketing,Supervisor,12,1717.0,0,2,4.6,26,1,Renunció,11+ años
EMP-0791,56,Marketing,Analista,19,5313.0,0,3,3.1,53,0,Se quedó,11+ años
EMP-0792,51,RRHH,Analista,2,2126.0,0,4,3.8,6,0,Se quedó,0-2 años
EMP-0793,52,Ventas,Asistente,4,2022.0,1,3,2.4,32,0,Se quedó,3-5 años
EMP-0794,26,Marketing,Asistente,8,2122.0,1,1,2.2,48,1,Renunció,6-10 años
EMP-0795,35,Operaciones,Analista,5,2135.0,0,1,3.2,11,0,Se quedó,3-5 años
EMP-0796,32,Finanzas,Coordinador,1,3072.0,0,3,3.7,10,0,Se quedó,0-2 años
EMP-0797,30,Finanzas,Gerente,12,2987.0,0,4,3.2,47,0,Se quedó,11+ años
EMP-0798,55,TI,Gerente,4,2087.0,1,2,3.7,39,1,Renunció,3-5 años
EMP-0799,33,TI,Analista,7,2241.0,0,3,3.5,55,1,Renunció,6-10 años
EMP-0800,56,Finanzas,Analista,0,4126.0,0,1,4.1,34,1,Renunció,
EMP-0801,56,Finanzas,Analista,19,1500.0,1,1,3.9,31,1,Renunció,11+ años
EMP-0802,22,Operaciones,Coordinador,11,2385.0,0,2,3.3,12,0,Se quedó,11+ años
EMP-0803,43,RRHH,Asistente,10,2576.0,0,3,3.3,51,1,Renunció,6-10 años
EMP-0804,50,TI,Analista,6,1789.0,0,2,2.4,44,1,Renunció,6-10 años
EMP-0805,29,RRHH,Analista,14,2331.0,1,2,3.5,16,0,Se quedó,11+ años
EMP-0806,32,Operaciones,Supervisor,10,1695.0,0,4,3.8,38,0,Se quedó,6-10 años
EMP-0807,35,Finanzas,Coordinador,15,3149.0,1,4,3.4,3,0,Se quedó,11+ años
EMP-0808,51,Marketing,Analista,2,1500.0,1,1,3.0,2,0,Se quedó,0-2 años
EMP-0809,56,RRHH,Supervisor,19,3733.0,0,3,4.2,52,0,Se quedó,11+ años
EMP-0810,42,Finanzas,Gerente,13,2370.0,0,4,2.2,5,1,Renunció,11+ años
EMP-0811,26,Finanzas,Analista,2,2040.0,0,1,4.7,11,1,Renunció,0-2 años
EMP-0812,40,Ventas,Analista,0,1633.0,1,3,2.1,58,0,Se quedó,
EMP-0813,35,RRHH,Supervisor,14,3686.0,1,1,4.9,25,1,Renunció,11+ años
EMP-0814,47,Marketing,Coordinador,0,1880.0,0,4,3.4,35,0,Se quedó,
EMP-0815,25,RRHH,Analista,16,1530.0,1,1,3.2,35,1,Renunció,11+ años
EMP-0816,46,Finanzas,Gerente,1,3717.0,0,3,2.8,22,0,Se quedó,0-2 años
EMP-0817,46,Marketing,Analista,19,1700.0,0,3,2.0,37,0,Se quedó,11+ años
EMP-0818,39,Operaciones,Gerente,5,2350.0,1,1,2.8,22,0,Se quedó,3-5 años
EMP-0819,29,Ventas,Asistente,7,3386.0,1,3,2.3,55,0,Se quedó,6-10 años
EMP-0820,35,Finanzas,Asistente,15,2600.0,0,1,4.0,11,0,Se quedó,11+ años
EMP-0821,53,TI,Gerente,18,4877.0,1,3,3.0,32,1,Renunció,11+ años
EMP-0822,54,TI,Coordinador,0,1748.0,1,1,4.3,35,1,Renunció,
EMP-0823,44,Ventas,Analista,2,2244.0,1,1,2.6,31,0,Se quedó,0-2 años
EMP-0824,36,Operaciones,Analista,2,2314.0,1,1,4.7,45,1,Renunció,0-2 años
EMP-0825,54,Finanzas,Asistente,4,3129.0,1,2,3.6,53,0,Se quedó,3-5 años
EMP-0826,46,RRHH,Gerente,11,4087.0,0,3,2.3,8,0,Se quedó,11+ años
EMP-0827,38,Ventas,Analista,11,2514.0,1,4,3.2,20,0,Se quedó,11+ años
EMP-0828,54,Operaciones,Analista,19,2310.0,0,1,2.6,42,1,Renunció,11+ años
EMP-0829,23,RRHH,Coordinador,12,1500.0,1,2,2.6,34,0,Se quedó,11+ años
EMP-0830,35,TI,Supervisor,19,2553.0,0,4,3.5,4,0,Se quedó,11+ años
EMP-0831,27,TI,Asistente,8,1882.0,1,1,4.0,18,1,Renunció,6-10 años
EMP-0832,27,RRHH,Asistente,6,3126.0,0,4,4.7,51,0,Se quedó,6-10 años
EMP-0833,24,Ventas,Supervisor,3,2072.0,0,2,3.5,4,0,Se quedó,3-5 años
EMP-0834,28,TI,Analista,18,2217.0,0,4,4.9,20,0,Se quedó,11+ años
EMP-0835,29,Finanzas,Coordinador,18,1500.0,1,1,4.8,58,0,Se quedó,11+ años
EMP-0836,36,Marketing,Coordinador,5,1500.0,1,4,4.6,9,1,Renunció,3-5 años
EMP-0837,50,RRHH,Asistente,12,5138.0,0,4,3.5,16,0,Se quedó,11+ años
EMP-0838,54,RRHH,Coordinador,10,2571.0,1,1,2.4,26,1,Renunció,6-10 años
EMP-0839,51,TI,Supervisor,12,2869.0,1,2,2.7,38,1,Renunció,11+ años
EMP-0840,48,Ventas,Analista,12,1694.0,1,2,3.9,25,1,Renunció,11+ años
EMP-0841,57,Finanzas,Supervisor,19,3464.0,0,4,3.3,4,0,Se quedó,11+ años
EMP-0842,50,Ventas,Gerente,14,3223.0,1,3,2.4,41,0,Se quedó,11+ años
EMP-0843,54,Operaciones,Asistente,12,1771.0,0,4,3.4,59,0,Se quedó,11+ años
EMP-0844,48,Operaciones,Coordinador,10,1598.0,1,3,2.1,45,0,Se quedó,6-10 años
EMP-0845,54,Marketing,Gerente,18,1821.0,1,4,4.2,41,1,Renunció,11+ años
EMP-0846,25,TI,Coordinador,7,2413.0,1,2,2.2,38,0,Se quedó,6-10 años
EMP-0847,43,TI,Analista,19,2609.0,1,4,3.9,53,0,Se quedó,11+ años
